1,8.27E+17, Tue Jan 31 22:10:36 +0000 2017,1.49E+12, thefive should post a warning when juan is on so viewers have time you pop a xanax,  xanax,14385689, chasin_dwight, mother  grandmother  love new orleans saints football      lsu tigers.   registered independent,0,0,543, Louisiana: USA, None
152,8.40E+17, Fri Mar 10 06:02:59 +0000 2017,1.49E+12, i got bars like im dealin xanax,  xanax,2955471479, NoRadarology, 21 l aspiring rapper l osrs  cod l dumb enough to out play you l choke artist l losin 56 is my thing l l check my stream ,0,0,479, Above The Clouds, None
155,8.40E+17, Fri Mar 10 06:09:53 +0000 2017,1.49E+12, i had to take a xanax to get through the rest of my shift today  thats how my day went ,  xanax,332912185, TorreyTheBest, dtlyrml,0,0,235, Fuckthatville, None
162,8.40E+17, Fri Mar 10 06:35:34 +0000 2017,1.49E+12, i ate way too much indian food on an empty stomach amp got fucking owned  yall i had to take a xanax bc i thought i was dyin,  xanax,29861325, tattobot, tttskye cosplay | digital art | design   ceo @animetrashswag.com  ssea.carbonmade  facebooktattocosplay,0,0,391, äìÂ094 PROäìÂ, None
167,8.40E+17, Fri Mar 10 06:47:08 +0000 2017,1.49E+12, disgusting. hes robbing us and were thanking him for doing so i need another xanax... or planet ,  xanax,291637041, tnparalegal50, none,0,0,102, Cordova: Memphis, None
172,8.40E+17, Fri Mar 10 07:13:26 +0000 2017,1.49E+12, i took a xanax and i dont even feel it,  xanax,45622293, Teresahatesit, everything about me is trash.,0,0,310, None, None
173,8.40E+17, Fri Mar 10 07:30:27 +0000 2017,1.49E+12, my xanax is speaking spanish wtf ,  xanax,3171603013, Matzoh_, 18. strive for perfection if you want to achieve excellence.,0,0,286, Washington: USA, None
179,8.40E+17, Fri Mar 10 10:09:52 +0000 2017,1.49E+12, imagine taking a xanax but it dissolves in ur mouth before u can swallow it and then trying to chase the terrible taste with...rotten milk,  xanax,498455312, FetusGoddess, im the ghost with the most  babe. | unh 18,0,0,355, what, None
195,8.40E+17, Fri Mar 10 12:47:07 +0000 2017,1.49E+12, popping xanax recklessly brings consequences,  xanax,131672347, Rafael_Charriez, connections  its all about connections... currently residing in the 904 but my heart will always be in the motherland ,0,0,193, Fernandina Beach: FL, None
196,8.40E+17, Fri Mar 10 12:59:15 +0000 2017,1.49E+12, somebody xanax bars better than nicki ,  xanax,2314656505, nicesscharles, born on august 21st,0,0,537, BosSTon City Of Champs, None
210,8.40E+17, Fri Mar 10 14:08:37 +0000 2017,1.49E+12, im going to need a xanax prescription to get me through the next couple months without losing my mind,  xanax,239997996, shaleahkaylynn,  shaleah.e  shaleah,0,0,342, None, None
218,8.40E+17, Fri Mar 10 14:29:09 +0000 2017,1.49E+12, @morningjoe says @realdonaldtrump voters are woefully ignorant as mika continues to call r @potus a liar every other sentence. xanax mika,  xanax,743405262, joeylein2, none,0,0,2032, Indian Wells: CA, None
235,8.40E+17, Fri Mar 10 15:23:42 +0000 2017,1.49E+12, bitch im on 12 xanax,  xanax,7.82E+17, tanethxvx, vegan cat mom ,0,0,175, None, None
249,8.40E+17, Fri Mar 10 15:51:20 +0000 2017,1.49E+12, i think i take my parenting duties  both human and dog too seriously. pass the xanax life children dogs,  xanax,2387950136, simplylou58, tea drinking 58 year old. small people call me grandma life is short  smile and get out there. live,0,0,48, Proud Canadian , None
256,8.40E+17, Fri Mar 10 16:14:15 +0000 2017,1.49E+12, bb is about to book her first  trip. where the xanax at,  xanax,18324283, 700ftceiling, graphic designer by trade  biking | travel | music | lover of blendy drinks | faux ygker,0,0,977, Trenton: Ontario, None
261,8.40E+17, Fri Mar 10 16:25:57 +0000 2017,1.49E+12, someone give me a handful of xanax so i can take the flight for may ,  xanax,184913590, Elsaisfabulous, ,0,0,146, None, None
270,8.40E+17, Fri Mar 10 16:48:47 +0000 2017,1.49E+12, watch me forget you like some xanax,  xanax,2153107414, cammmxc, aries,0,0,375, Miami: FL, None
278,8.40E+17, Fri Mar 10 17:10:00 +0000 2017,1.49E+12, fuck a nigga named xanax,  xanax,1067519095, alex24evans, life can be rough so you gotta be tough johnny cash ttu21,0,0,501, MTX, None
287,8.40E+17, Fri Mar 10 17:46:57 +0000 2017,1.49E+12, oh i found 48 xanax stashed by someone at my workplace today. valued at like 2 800 gave them to my coworker  a cop.,  xanax,361639136, FelixSilverClaw, hi im a musicloving volunteer fireman fox. history nut. 18. student. single. furry for 5yrs. no drugs. telegram @felixsilverfoxy. feel free to say hi ,0,0,1822, ODU: Norfolk: VA , None
292,8.40E+17, Fri Mar 10 18:02:59 +0000 2017,1.49E+12, i think my cat might need a xanax..,  xanax,552496035, hellohoots, austin  flexas shitty lyricist ig yunghoots,0,0,336, The dark side of the moon , None
293,8.40E+17, Fri Mar 10 18:13:31 +0000 2017,1.49E+12, thurs 8am addy to wake up from no sleep  thurs 6pm vyvanse to work 13 hours  fri 4am caffeine to stay awake  fri 10 am xanax to ptfo,  xanax,65069115, natsty_gal, i made this in 8th grade so i could tweet at adam lambert,0,0,124, None, None
301,8.40E+17, Fri Mar 10 18:32:47 +0000 2017,1.49E+12, these xanax got me lit,  xanax,162856602, walt2nasty, stragg thefinestent politicalscience csu20 bandislife hd,0,0,830, Central_RYS17, None
308,8.40E+17, Fri Mar 10 18:46:00 +0000 2017,1.49E+12, how many of yall talking about bitch im on 12 xanax have actually been on 12 xanax ,  xanax,578545655, bryan_blazee, live life have fun ,0,0,300, Lakewood: CA , None
309,8.40E+17, Fri Mar 10 18:54:04 +0000 2017,1.49E+12, a tuscarora hs student  who is also an illegal immigrant  was arrested for possessing marijuana  xanax amp a gun. ,  xanax,66179557, BaltimoreCP, breaking news and weather updates from baltimore.,0,0,38, Baltimore: MD, {'coordinates': [39.30190319: -76.6155346]: 'type': 'Point'}
313,8.40E+17, Fri Mar 10 19:16:58 +0000 2017,1.49E+12, how many times do i gotta tell joe bev to stop eating mad xanax before he drive to work ,  xanax,1410295002, souljahoax, wb,0,0,74, None, None
325,8.40E+17, Fri Mar 10 19:59:47 +0000 2017,1.49E+12, any boy that does xanax will ruin your life  they dont even remember cheating on you.,  xanax,252679620, Le_Saritaah, sc lesaritah  20  texas am university kingsville,0,0,1559, South Tx., None
345,8.40E+17, Fri Mar 10 20:16:42 +0000 2017,1.49E+12, ok. i need a xanax. i got out of my car to yell at another motorist about five minutes ago. my heart is still racing. wtf is wrong with me,  xanax,23630058, andyfeelsu, pop culture junkie  broad city  nashville  hannibal  ahs  hitchcock  tacos  kubrick  b99  patricia highsmith  amy sedaris  c. peretti  star wars  trek...,0,0,1456, nashville: tn, None
351,8.40E+17, Fri Mar 10 20:39:29 +0000 2017,1.49E+12, anchor on msnbc just slipped up and said pornogothic sounds like a nihilist white girl twitter account that tweets about xanax,  xanax,156342858, damaging_noise, fleshbone . audio engineer .,0,0,213, Houston: TX, None
354,8.40E+17, Fri Mar 10 20:49:46 +0000 2017,1.49E+12, me when my doctor asks me why i need so much xanax ,  xanax,550108398, yiannisines, i have a blog,0,0,254, Toronto: Ontario, None
364,8.40E+17, Fri Mar 10 21:28:02 +0000 2017,1.49E+12, why did the mexican man take xanax,  xanax,1129335110, Lustouch, mellogang peacefully out of place we vibe well together 103114 wheres catnap breakneckskillegos goodvibesbadhabits nothisispatrick,0,0,288, Philly , None
367,8.40E+17, Fri Mar 10 21:37:07 +0000 2017,1.49E+12, the supreme is so on point  now all we need is some xanax amp a super cracked phone screen @johngarduno @indiethot,  xanax,618804278, danzhur, non conformist. blacklivesmatter fergusoniseverywhere @weareagang,0,0,2318, moskva äìš¥Ÿ los santos, None
371,8.40E+17, Fri Mar 10 21:42:00 +0000 2017,1.49E+12, my aunt just gave me some panamanian xanax,  xanax,3141757870, shanialovexo, 20 yr old aries from the pnw  | use code shanialovexo for  off dodolashes | makeup enthusiast ,0,0,753, Washington: USA, None
373,8.40E+17, Fri Mar 10 21:47:34 +0000 2017,1.49E+12, this guy said the xanax i gave him was a tease like me hunty wyd,  xanax,301903979, JordynEliz, always in my feelings,0,0,615, 22 LA , None
378,8.40E+17, Fri Mar 10 22:02:33 +0000 2017,1.49E+12, nothing makes me need a xanax more than people asking me when im getting married. just let me be a 23 year old.,  xanax,403843655, m_curtis3, she dances to the songs in her head  speaks with the rythm of her heart  and loves from the depths of her soul.,0,0,883, None, None
379,8.40E+17, Fri Mar 10 22:03:28 +0000 2017,1.49E+12, @nojumperdotcom 50 to meet n greet housephone lol nah im good ill just buy a regular ticket and offer him a xanax or some shit,  xanax,256867141, rileyog, jesus saves. i spend.,0,0,353, Seattle: WA, None
384,8.40E+17, Fri Mar 10 22:11:49 +0000 2017,1.49E+12, betcha xanax sells are way up ,  xanax,16541214, MelissaFazli, cadem 55 eboard religious freedom center student  founder of @operationferriswheel  digital communications guru  ofa fellow,0,0,4184, United States, None
386,8.40E+17, Fri Mar 10 22:14:43 +0000 2017,1.49E+12, i looked up the brand of the xanax from panama my aunt gave me and literally the other names are xanax lmfao,  xanax,3141757870, shanialovexo, 20 yr old aries from the pnw  | use code shanialovexo for  off dodolashes | makeup enthusiast ,0,0,753, Washington: USA, None
387,8.40E+17, Fri Mar 10 22:15:21 +0000 2017,1.49E+12, thank you  xanax  for coming back into my life. ,  xanax,7.39E+17, lucyymeoww, halp.,0,0,80, None, None
391,8.40E+17, Fri Mar 10 22:29:04 +0000 2017,1.49E+12, app idea flyn hi  users in need meet up with users indeed at airports to get xanax cuz the flights super long and people gotta relax.,  xanax,19976973, Yeatons, raised by a single mom snuck out of 101 dalmatians to see scream back in 96.,0,0,478, iPhone: 42.585011:-70.884583, None
399,8.40E+17, Fri Mar 10 22:48:06 +0000 2017,1.49E+12, this lady in the japanese place is wigging over her order not being ready and im about 2 seconds from handing her a xanax. calm down marge.,  xanax,499296863, Bruce__Thompson, broadway lover and enthusiast. supportthearts,0,0,245, myrtle beach, None
409,8.40E+17, Fri Mar 10 23:45:38 +0000 2017,1.49E+12, yard mowedson camping wa buddy this wkendpopped my xanaxwaiting to pick up food at cafe for food comanetflix readydone for the night,  xanax,30893070, michele_spears, i  animals  would adopt every homeless or abused animal if i could. animals are better than people. ,0,0,520, TEXAS, None
421,8.40E+17, Sat Mar 11 00:30:35 +0000 2017,1.49E+12, my anxiety is so bad i took a xanax and and unlike everyone else i didnt get fucked up i just felt really calm.,  xanax,45622293, Teresahatesit, everything about me is trash.,0,0,310, None, None
423,8.40E+17, Sat Mar 11 00:36:56 +0000 2017,1.49E+12, i just had to take a xanax because of that...,  xanax,1724940072, haiimkaylaa, most the time im one of the guys   beer | single  21 | tattoo addict | blink 182  take a chance  see where it gets you  justicefordylan,0,0,343, äìË P A R A D I S E äìË, None
430,8.40E+17, Sat Mar 11 00:59:34 +0000 2017,1.49E+12, @realmuckmaker @voxdotcom im reaching for the xanax,  xanax,8.24E+17, solace1952, none,0,0,108, None, None
434,8.40E+17, Sat Mar 11 01:20:10 +0000 2017,1.49E+12, dont pop xanax b4 sadies ,  xanax,4646293752, _asaphector_, pussy nigga who is you,0,0,296, None, None
467,8.40E+17, Sat Mar 11 02:16:28 +0000 2017,1.49E+12, just took a xanax  dont know where my head atttt,  xanax,2302105194, MelissaDoyle_, sorry if i looked interested  im not  twenty2  god mom,0,0,553, None, None
468,8.40E+17, Sat Mar 11 02:16:44 +0000 2017,1.49E+12, nothin makes my heart hurt more  than when people post to facebook asking for xanax.,  xanax,1325772001, Higglton, fsu  taurus    one of them goodvibers.,0,0,453, ferris state university , None
471,8.40E+17, Sat Mar 11 02:19:57 +0000 2017,1.49E+12, started with one xanax and now zanny a habit,  xanax,2302105194, MelissaDoyle_, sorry if i looked interested  im not  twenty2  god mom,0,0,553, None, None
473,8.40E+17, Sat Mar 11 02:25:23 +0000 2017,1.49E+12, i do xanax i cant even eat,  xanax,591872585, bustvmnte, none,0,0,375, Chicago, None
475,8.40E+17, Sat Mar 11 02:37:26 +0000 2017,1.49E+12, dont forget the xanax  ,  xanax,1406548014, orlisara0927, none,0,0,242, None, None
486,8.40E+17, Sat Mar 11 03:08:45 +0000 2017,1.49E+12, omg somebody give me a xanax that was too much tvdforever  at least we still have caroline,  xanax,338630208, LisaSilvaPhoto, fine art weddings | ponte vedra beach  fl  worldwide | proud member of the ppa | by grace through faithcontact lisa@lisasilvaphoto.com,0,0,307, Everywhere, None
500,8.40E+17, Sat Mar 11 03:40:30 +0000 2017,1.49E+12, is xanax allowed for basketball,  xanax,228111016, Tlemieux72, i like other shit  but its nevada wolf pack basketball season so.....thats it. lets get ready to roundbaaaaaallllll ,0,0,463, Reno: NV, None
501,8.40E+17, Sat Mar 11 03:41:05 +0000 2017,1.49E+12, @3parenthesescat @echatepalla @winterthur xanax and martinis  ,  xanax,8.07E+17, BeSeriousUSA, theresistance indivisible,0,0,10137, California: USA, None
516,8.40E+17, Sat Mar 11 04:20:12 +0000 2017,1.49E+12, fridaynightdead  just took a xanax.,  xanax,2575517041, 47young1, mom. wife. headbanger. teacher. i was here b4 computers. i  the horror genre  cussing.  my tweep friends. readingrecovery cancersurvivor,0,0,6929, Weather Report-Random HotFlash, None
522,8.40E+17, Sat Mar 11 04:36:51 +0000 2017,1.49E+12, got xanax if you trynna get a goodnight sleep let me know ,  xanax,1427918647, DeeeRawwww, medical card holder. truly blessed by the hands of the man above..,0,0,956, ., None
524,8.40E+17, Sat Mar 11 04:44:07 +0000 2017,1.49E+12, i swear i need a xanax before i explode everything was one big lie whats the point lying to me  please tell me cause i dont get it,  xanax,3249503701, LucyMarieFlowe1, none,0,0,374, Augusta: GA, None
525,8.40E+17, Sat Mar 11 04:52:01 +0000 2017,1.49E+12, @yungro15 and people wonder why wvu students have xanax problems.,  xanax,3317289987, shes_a_trip, dance like it hurts to sit still.,0,0,186, None, None
533,8.40E+17, Sat Mar 11 05:11:48 +0000 2017,1.49E+12, somebody baby crying and i can hear that shit outside... give it a xanax ,  xanax,230085204, ShootaB, a.o.p shoota b  gas man the mixtape in bio.  c.m.l 6.20.16  43x42x48 gakngstakz m4vk3n sc weonlyblowloud ig shootab43,0,0,761, 901äìš210 East LA 43rd St. , None
536,8.40E+17, Sat Mar 11 05:16:27 +0000 2017,1.49E+12, bitch  i need a xanax,  xanax,1463649949, AImost_Famous, family is forever. @andrealooopez,0,0,96, None, None
543,8.40E+17, Sat Mar 11 05:35:46 +0000 2017,1.49E+12, @drewunga what omg. so i guess there will be a lot if xanax jokes.,  xanax,24974773, 1000Steps, ...all progress depends on the unreasonable man.,0,0,689, None, None
547,8.40E+17, Sat Mar 11 05:38:54 +0000 2017,1.49E+12, i need a gif of this xanax smoothie inspired table dance by rinna rhobh ,  xanax,56268693, jponfire28, im not special.. bitch im a limited edition. idont by mariah carey available now,0,0,2073, Beaumont: TX, None
551,8.40E+17, Sat Mar 11 05:52:59 +0000 2017,1.49E+12, life is so much easier when youre prescribed to xanax,  xanax,259076603, brandonamick, young and im getting it,0,0,292, None, None
560,8.40E+17, Sat Mar 11 06:12:32 +0000 2017,1.49E+12, @austinantrican @wichsarah time to pop a xanax for my anxiety that causes me to be downright offended by people singling me out as different,  xanax,101397486, kvjvk, die young and save yourself.,0,0,366, ?, None
561,8.40E+17, Sat Mar 11 06:13:01 +0000 2017,1.49E+12, @jadent98 wonder why your so skinny all the sudden popping to many xanax got you losing weight no wonder you lost your girl to my cousin,  xanax,2313084934, jalynn_nichole, none,0,0,207, None, None
565,8.40E+17, Sat Mar 11 06:17:37 +0000 2017,1.49E+12, meth and xanax are both evil drugs. if i ever find out any of my friends are doing either of them i will kick your ass,  xanax,347651424, its_raaaven, levi allen walker  forever my best friend. ill miss you man. 1207199603072017 riplevi avastrong,0,0,1583, Greenwood: IN, None
570,8.40E+17, Sat Mar 11 06:43:09 +0000 2017,1.49E+12, just fell on xanax at the wild style party,  xanax,181112446, LAEXANDRIA, none,0,0,150, None, None
573,8.40E+17, Sat Mar 11 06:54:02 +0000 2017,1.49E+12, as is often the case  a great night ends going to hell in a handcart.  ending with the holy trinity. rum  xanax and ambien.,  xanax,14249393, clarkemtp,  mad dr  evil capitalist  instagram clarkemtp mahtigga  twin  tags  gifs  intelligence  humor.,0,0,1812, Portland: TX, None
