6,8.27E+17, Tue Jan 31 22:24:07 +0000 2017,1.49E+12, tonight stephen quinn hosts the fentanyl fix forum live on @cbcradio730pm  900pm ,  fentanyl,67898674, Vancouver_CP, latest news from vancouver. updates are frequent.,0,0,13, Vancouver: BC, {'type': 'Point': 'coordinates': [49.2814375: -123.12109067]}
1020,8.35E+17, Sat Feb 25 01:23:37 +0000 2017,1.49E+12, mayors from all across canada met with the ministers today to discuss the impact and solutions to the fentanyl cris ,  fentanyl,262373765, VanMayorsOffice, connect with @mayorgregor and vancouver city hall. for city services download vanconnect  or call 311.,0,0,3455, Vancouver: BC: Canada, None
1065,8.35E+17, Sat Feb 25 03:15:05 +0000 2017,1.49E+12, first up @natalieclancy on fentanyl stories  followed by @swaindiana on anonymous sources. watch ,  fentanyl,20184582, CBCVancouver, events  contests  news at cbc vancouver. posts by @chelseasiler @phoelam @jenniferrhyne @hobsonlin. for breaking news follow @cbcnewsbc.,0,0,4317, Vancouver: British Columbia, None
1194,8.36E+17, Sat Feb 25 15:43:15 +0000 2017,1.49E+12, never been more dangerous to buy street drugs because many are secretly spiked with fentanyl amp carfentanyl 10000x ,  fentanyl,1151865259, AllenFrancesMD, saving normal and essentials of psychiatric diagnosis. chairperson of dsmiv task force. prof emeritus  former chair of dept of psychiatry at duke u.,0,0,580, None, None
1210,8.36E+17, Sat Feb 25 16:18:55 +0000 2017,1.49E+12, sudden drug overdose death has police investigating possible fentanyl case hamont  ,  fentanyl,18206318, TheSpec, headlines  alerts  comments from  hamilton spectator. use hamont to join the conversation. 18002636902 | spec staff ,0,0,565, 44 Frid St.: Hamilton: Canada, None
1216,8.36E+17, Sat Feb 25 16:40:18 +0000 2017,1.49E+12, smithers fire rescue  fentanyl amp narcan  awareness training for dealing with overdoses. ,  fentanyl,1885281091, KeithStecko, fire chief smithers fire rescue  basket ball coach  lefty golf player  dad and husband,0,0,82, None, {'type': 'Point': 'coordinates': [38.17513339: -81.30493045]}
1220,8.36E+17, Sat Feb 25 17:01:23 +0000 2017,1.49E+12, nyt has been unable to locate or confirm the existence of two people who were named and quoted in fentanyl story ,  fentanyl,23196051, robertloerzel, journalistphotographerauthor  winner of @chicagoreader 2016 poll for best chicagoan to follow on twitter.,0,0,10991, Chicago, None
1290,8.36E+17, Sat Feb 25 21:31:19 +0000 2017,1.49E+12, @alcoholauthor alcoholawareness media and government still focus on fentanylopioids and oblivious to the worst drug of allalcohol,  fentanyl,405259565, fscarfe, none,0,0,9846, None, None
1393,8.36E+17, Sun Feb 26 04:09:56 +0000 2017,1.49E+12, @cnn wanna tell us about how it starts with fentanyl amp other such drugs with an extreme lipophilicity and severe interim brought from mexico,  fentanyl,8.14E+17, AdrianAmherst, father  husband  libertarian  lover of deadpan humour traveling and mountain climbing. the racist and fascist ad hominems are over. find a bigger slur,0,0,217, Manhattan: NY, None
1413,8.36E+17, Sun Feb 26 05:04:43 +0000 2017,1.49E+12, @nytimes wanna tell us about mexicans bringing more fentanyl and heroin into the country than even china  nytimescome on try being truthful,  fentanyl,8.14E+17, AdrianAmherst, father  husband  libertarian  lover of deadpan humour traveling and mountain climbing. the racist and fascist ad hominems are over. find a bigger slur,0,0,219, Manhattan: NY, None
1472,8.36E+17, Sun Feb 26 13:54:15 +0000 2017,1.49E+12, fixing fentanyl means treating trauma that creates addicts ,  fentanyl,1577663316, MatawaFNM, tribal council w 8 first nations in treaty 9 and 1 first nation in robinsonsuperior treaty providing a variety of advisory servicesprograms. rts  agreement.,0,0,1471, Thunder Bay: Ontario, None
1488,8.36E+17, Sun Feb 26 15:39:03 +0000 2017,1.49E+12, this  too  is canada150 pierre gregoire  an innu youth from labrador who died after a fentanyl overdose in toronto ,  fentanyl,174262288, AndrewBresnahan, arctic doctor and anthropologist. md  mph  msc  @norfamlabrador @studentsonice sdoh globalhealth ruralmed wildmed sar nunavut nunatsiavut circumpolar,0,0,975, Labrador: Canada, None
1523,8.36E+17, Sun Feb 26 17:22:05 +0000 2017,1.49E+12, stay informed please dont use fentanyl  your first could be your last. preventeducate ,  fentanyl,94160520, SarahMJamieson, run4acause ideator  ambassador @fitcause  ceo  movement coach @moveolution  durability master coach @onnit  tedx speaker  social crusader.,0,0,2299, Vancouver, None
1524,8.36E+17, Sun Feb 26 17:25:18 +0000 2017,1.49E+12, russian antiterrorist team bungled a raid using a fentanyl like substance to incapacitate hostage takers and their hostages.,  fentanyl,189614925, VerdaFolio, cowboy crisis coder working in fintech. cryptocurrencies  tech  and culture. contributor to gawker  animal new york  and hopes and fears.,0,0,173, New York City, None
1590,8.36E+17, Sun Feb 26 20:04:23 +0000 2017,1.49E+12, @seskoy yeah im also a big fan of the opinion that we probably have bigger worries in the city than a crappy logo right now  like fentanyl,  fentanyl,15002221, camcavers, ui designerdev living in vancouver. ,0,0,1288, Vancouver: BC, None
1617,8.36E+17, Sun Feb 26 21:52:15 +0000 2017,1.49E+12, @ldavidcohen @dammiterin my stepbrother recently died from fentanylheroin. thanks for reminding everyone that these are people.,  fentanyl,41251419, quatloo, marine invertebrate taxonomistbakercrafterkindaartistscifi and horror dorkreadercatobsessivecanadiandoer of things,0,0,195, Victoria: BC: Canada, None
1636,8.36E+17, Sun Feb 26 23:07:00 +0000 2017,1.49E+12, @karj 100 correct  but waaay off topic. why complain about potholes when theres a fentanyl crisis,  fentanyl,17741442, Phanyxx, me father  instagram explorer  infographic expert  growler filler  and canucks fan. | business @visualcap and @gopopcorn,0,0,3861, Vancouver: BC: Canada, None
1870,8.36E+17, Mon Feb 27 17:22:24 +0000 2017,1.49E+12, @lilmissrightie google vancouver bc fentanyl crisis to get some idea of whats coming to an inner city near you.,  fentanyl,17885604, varifrank, looking for a skeptic well  you found one.,0,0,1397, 38.7758228 -121.2994642, None
1873,8.36E+17, Mon Feb 27 17:29:08 +0000 2017,1.49E+12, which drug will i end up dead from  pfft  obviously fentanyl.,  fentanyl,2505512486, GoldburgBeatz, moon drops march 20than awesome tts user.,0,0,2543, Fort Frances: Ontario, None
16,8.38E+17, Fri Mar 03 23:24:05 +0000 2017,1.49E+12, its real and its deadly. this new documentary offers a firsthand look at fentanyl ,  fentanyl,67898674, Vancouver_CP, breaking news and weather updates from vancouver.,0,0,13, Vancouver: BC, {'type': 'Point': 'coordinates': [49.2814375: -123.12109067]}
49,8.39E+17, Mon Mar 06 20:24:30 +0000 2017,1.49E+12, its so hard to nut on oxy and fentanyl  i usually just give up lmao,  fentanyl,857537858, happyonhydros, dead inside  lowlife  introvert  also slowly killing myself with heavy substance abuse,0,0,1178, Ohio: USA, None
51,8.39E+17, Mon Mar 06 20:25:48 +0000 2017,1.49E+12, so apparently theres fentanyl laced blow going around on. jfc i wanna get fucked up but not fentanyl fucked up lmao,  fentanyl,318808511, vannykills92, 5 foot freak  dog momma  @raptors and @greenday fan. its la bella vita motherfuckerzz. cg improbablydrunk peopleondrugs,0,0,231, Powassan: Ontario, None
54,8.39E+17, Mon Mar 06 20:26:42 +0000 2017,1.49E+12, i got fentanyl after a surgery once and i was high for like 2 days,  fentanyl,318808511, vannykills92, 5 foot freak  dog momma  @raptors and @greenday fan. its la bella vita motherfuckerzz. cg improbablydrunk peopleondrugs,0,0,231, Powassan: Ontario, None
88,8.39E+17, Mon Mar 06 22:29:26 +0000 2017,1.49E+12, ive heard rumblings that heroin is being mixed with fentanyl ,  fentanyl,3380241478, SilverStone1776, my 8th generation grandfather thomasstone signed the declarationofindependence.  in this feed is my political side philadelphia usa,0,0,256, Charles County Maryland , None
93,8.39E+17, Mon Mar 06 22:39:09 +0000 2017,1.49E+12, recent kingston  ont.  overdoses may be linked to fentanyl  health official ,  fentanyl,67972476, OttawaCP, breaking news and weather updates from ottawa.,0,0,4, Ottawa: ON, {'type': 'Point': 'coordinates': [45.41920471: -75.69677452]}
138,8.39E+17, Tue Mar 07 01:19:20 +0000 2017,1.49E+12, @realbencarson are you on propofol or fentanyl go to the african american museum  stand on wood block in chains amp see if you like it.,  fentanyl,936150169, WendySunshine1, comedienne  writer  it specialist  great artist  bad singer.  i believe in paying it forward volunteer. support 911 first responders. resistance no lists,0,0,2364, Vancouver: WA, None
158,8.39E+17, Tue Mar 07 02:15:36 +0000 2017,1.49E+12, given the current fentanyl crisis this seems inappropriate ,  fentanyl,31206038, jpmacnab, ottawa raised living in the glebe  a lawyer by trade a contest winning photographer for fun  world record snowman builder this is my personal twitter feed,0,0,1821, Ottawa, None
412,8.39E+17, Tue Mar 07 22:42:19 +0000 2017,1.49E+12, the oxycodone hasnt been working because of a recent injury. so for the next few weeks im on fentanyl.  this is m ,  fentanyl,257367666, HuskerFox, been in the fandom for a long time 23 years  singer  writer  artist  warning i am a terrible role model   boyfriend of @bioxz,0,0,835, Canada, None
420,8.39E+17, Tue Mar 07 23:31:18 +0000 2017,1.49E+12, great u acted on fentanyl addiction but when will carbon amp uranium addiction of g8 g20 oecd get attention ,  fentanyl,30078498, planetrypatriot, msc masc mba author climate change in the nuclear age @ rioearth summits 92  2012. on 911 @un  ny. walked haguebrussels may99  rimouskimontreal may11  cu,0,0,611, Toronto: Planet Earth, None
505,8.39E+17, Wed Mar 08 03:35:54 +0000 2017,1.49E+12, radio doc on fentanyl crisis amp its potential solution comes out on cited podcast this thursday ,  fentanyl,29146615, Samadeus, radio doc producer. stories about research in the humanities. host of cited.   email sam.fenn@ubc.ca,0,0,739, Vancouver: B.C., {'type': 'Point': 'coordinates': [49.26747459: -123.24913899]}
620,8.40E+17, Wed Mar 08 16:29:15 +0000 2017,1.49E+12, someone in ygk may have died from heroin laced with fentanyl. these posters are up at street health warning of pot ,  fentanyl,46115892, CKWS_Paul, vjanchorproducer with @ckwstv in ygk. have a story idea tweet me or email me @ paul.soucy@corusent.com,0,0,633, Kingston: Ontario, None
645,8.40E+17, Wed Mar 08 18:06:37 +0000 2017,1.49E+12, here is an updated story about the arrest of kpd officer heath evans  who stole fentanyl from a local woman ,  fentanyl,2903967073, gmyerskt, none,0,0,336, Kokomo: IN, None
713,8.40E+17, Wed Mar 08 21:37:02 +0000 2017,1.49E+12, @conorsen the problem is people are now switching to heroin and fentanyl which are deadlier.,  fentanyl,15446531, mattyglesias, fake news and bad takes. totally biased. thats my son jose in the picture. i remember every russian official ive met.,0,0,701, Washington: DC, None
768,8.40E+17, Thu Mar 09 00:09:59 +0000 2017,1.49E+12, self indulgencealert @bjmband in l.a.music snobs amp fentanyl lollipops full vid recap photoslive audio mix is  ,  fentanyl,2858946408, JankySmooth, la based magazine that covers music  art  social dissent. we focus on supporting raw talent and divergent thinking coming soon new sound alliance nsa,0,0,2954, Los Angeles, None
788,8.40E+17, Thu Mar 09 01:09:35 +0000 2017,1.49E+12, oh look another fentanylheroin article  next ,  fentanyl,3741114012, thomaswikjr, hiv peer    nativewhite  recovery  funny  humanist  blm  nlm  dark chocolate. i  s  drag  hip hop  nature  and gifs,0,0,2766, ur dads bed, None
864,8.40E+17, Thu Mar 09 05:11:45 +0000 2017,1.49E+12, @neeratanden given that his daughter is so busy getting people in wv addicted to fentanyl  he needs to make sure they can be treated ...,  fentanyl,62529894, hankdevjr, professional investor  amateur politicalpolicy analyst,0,0,151, None, None
984,8.40E+17, Thu Mar 09 14:14:33 +0000 2017,1.49E+12, vice chair of @ncatod is at law enforcement summit on heroin amp fentanyl. bridging the gap nchrc ,  fentanyl,7.93E+17, ncatod, none,0,0,125, Raleigh: NC, None
987,8.40E+17, Thu Mar 09 14:20:59 +0000 2017,1.49E+12, @senatorjimdavis @ncharmreduction @joshstein @ncdhhs senator jim davis at the heroin and fentanyl summit. ,  fentanyl,497374323, jherrmann33, lover of human rights. northerner.  southerner. recovery ally. wife and mom of 2 great kiddos.,0,0,1199, Raleigh: NC USA, None
989,8.40E+17, Thu Mar 09 14:30:35 +0000 2017,1.49E+12, @reformedbroker vancouver  bc in 2016 over 800 deaths  16 fentanyl overdoses in 1 day.,  fentanyl,64795265, bericm, a rare medium well done  a veritable twittery of money  music and me. or not.  @karenkolkman dresses me,0,0,201, None, None
998,8.40E+17, Thu Mar 09 14:56:22 +0000 2017,1.49E+12, @senatorjimdavis @ncharmreduction @ncdhhs @rcncrco @joshstein @ncpublichealth fentanyl discussion at the heroin a ,  fentanyl,497374323, jherrmann33, lover of human rights. northerner.  southerner. recovery ally. wife and mom of 2 great kiddos.,0,0,1201, Raleigh: NC USA, None
1018,8.40E+17, Thu Mar 09 16:03:09 +0000 2017,1.49E+12, crime stoppers  ottawa police to announce new rewards for fentanyl tips. ottnews ,  fentanyl,67972476, OttawaCP, breaking news and weather updates from ottawa.,0,0,4, Ottawa: ON, {'type': 'Point': 'coordinates': [45.41920471: -75.69677452]}
1021,8.40E+17, Thu Mar 09 16:12:40 +0000 2017,1.49E+12, at the law enforcement summit on heroin amp fentanyl. awesome information thank you @ncharmreduction,  fentanyl,729108038, amandasharond, none,0,0,34, None, None
1057,8.40E+17, Thu Mar 09 17:11:30 +0000 2017,1.49E+12, crime stoppers to announce new rewards for fentanyl tips ,  fentanyl,863113734, dcollin62, presently at the service of opseu local 411 as local president of ocdc. expressing commentary and opinions that are my own combined with interesting retweets,0,0,124, Ottawa: Ontario: Canada, None
1060,8.40E+17, Thu Mar 09 17:16:17 +0000 2017,1.49E+12, police in canada lets do fentanyl busts  not pour  amp resources poured into a drug problem thats supposed to be legal in ...months,  fentanyl,15359007, marthawatt, i write  but im not an author. my tweets are my own i seek to amplify the positive.,0,0,1241, Toronto, None
1081,8.40E+17, Thu Mar 09 18:08:12 +0000 2017,1.49E+12, adding fentanyl amp other synthetic opioids to prosecutable oddeath from drugs makes sense. in fact  its just stayi ,  fentanyl,2533814352, RxProfessor, the overuse of pain medication is devastating to everyone involved. i am making a difference through education  action and leadership.,0,0,235, Atlanta: GA, None
1083,8.40E+17, Thu Mar 09 18:11:00 +0000 2017,1.49E+12, all this over a plant that has never killed anyone mean while you have people dying of fentanyl overdoses daily. slow clap,  fentanyl,29916000, TreeHugginLovin,  follower of jesus christ  loveismyreligion  mother  lover  @uwaterloo alumni  environmental technology student.  passion for nature,0,0,1501, Toronto: Ontario , None
1084,8.40E+17, Thu Mar 09 18:14:11 +0000 2017,1.49E+12, crime stoppers upping rewards leading to fentanyl arrests ottnews ottawa ,  fentanyl,67972476, OttawaCP, breaking news and weather updates from ottawa.,0,0,4, Ottawa: ON, {'type': 'Point': 'coordinates': [45.41920471: -75.69677452]}
1125,8.40E+17, Thu Mar 09 20:19:05 +0000 2017,1.49E+12, crime stoppers doubles reward for tips leading to fentanyl arrests ,  fentanyl,67972476, OttawaCP, breaking news and weather updates from ottawa.,0,0,4, Ottawa: ON, {'type': 'Point': 'coordinates': [45.41920471: -75.69677452]}
1169,8.40E+17, Thu Mar 09 22:48:27 +0000 2017,1.49E+12, @russellbarth @am640oakley the logic in thinking that the potential legalization of pot is causing the fentanyl crisis is mind boggling.,  fentanyl,94212251, VanSeedBank, dedicated to seed preservation and ending the war on drugs.,0,0,269, Vancouver: B.C. Canada, None
1194,8.40E+17, Thu Mar 09 23:54:10 +0000 2017,1.49E+12, shit wtf gimme some  i want some fentanyl ,  fentanyl,3019193203, fortyclip, starting pg  @ dacrib university  godfirst e.a.t.,0,0,208, Chicago: IL, None
